bioguideId,name,terms,state,party,birthYear,sponsoredLegislation_count,sponsoredLegislation_url,cosponsoredLegislation_count,cosponsoredLegislation_url,years_house,years_senate
B000575,"Blunt, Roy","{'item': [{'chamber': 'House of Representatives', 'endYear': 2011, 'startYear': 1997}, {'chamber': 'Senate', 'endYear': 2023, 'startYear': 2011}]}",Missouri,Republican,1950,431.0,https://api.congress.gov/v3/member/B000575/sponsored-legislation,3548,https://api.congress.gov/v3/member/B000575/cosponsored-legislation,15,13
S000320,"Shelby, Richard C.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1979}, {'chamber': 'Senate', 'endYear': 2023, 'startYear': 1987}]}",Alabama,Republican,1934,666.0,https://api.congress.gov/v3/member/S000320/sponsored-legislation,3694,https://api.congress.gov/v3/member/S000320/cosponsored-legislation,9,37
L000174,"Leahy, Patrick J.","{'item': [{'chamber': 'Senate', 'endYear': 2023, 'startYear': 1975}]}",Vermont,Democratic,1940,1768.0,https://api.congress.gov/v3/member/L000174/sponsored-legislation,7520,https://api.congress.gov/v3/member/L000174/cosponsored-legislation,0,49
B001135,"Burr, Richard","{'item': [{'chamber': 'House of Representatives', 'endYear': 2005, 'startYear': 1995}, {'chamber': 'Senate', 'endYear': 2023, 'startYear': 2005}]}",North Carolina,Republican,1955,659.0,https://api.congress.gov/v3/member/B001135/sponsored-legislation,3063,https://api.congress.gov/v3/member/B001135/cosponsored-legislation,11,19
I000024,"Inhofe, James M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1987}, {'chamber': 'Senate', 'endYear': 2023, 'startYear': 1994}]}",Oklahoma,Republican,1934,1297.0,https://api.congress.gov/v3/member/I000024/sponsored-legislation,5465,https://api.congress.gov/v3/member/I000024/cosponsored-legislation,9,30
L000594,"Loeffler, Kelly","{'item': [{'chamber': 'Senate', 'endYear': 2021, 'startYear': 2020}]}",Georgia,Republican,1970,57.0,https://api.congress.gov/v3/member/L000594/sponsored-legislation,210,https://api.congress.gov/v3/member/L000594/cosponsored-legislation,0,2
H001075,"Harris, Kamala D.","{'item': [{'chamber': 'Senate', 'endYear': 2021, 'startYear': 2017}]}",California,Democratic,1964,164.0,https://api.congress.gov/v3/member/H001075/sponsored-legislation,1197,https://api.congress.gov/v3/member/H001075/cosponsored-legislation,0,5
J000300,"Jones, Doug","{'item': [{'chamber': 'Senate', 'endYear': 2021, 'startYear': 2018}]}",Alabama,Democratic,1954,82.0,https://api.congress.gov/v3/member/J000300/sponsored-legislation,808,https://api.congress.gov/v3/member/J000300/cosponsored-legislation,0,4
S001202,"Strange, Luther","{'item': [{'chamber': 'Senate', 'endYear': 2018, 'startYear': 2017}]}",Alabama,Republican,1953,20.0,https://api.congress.gov/v3/member/S001202/sponsored-legislation,93,https://api.congress.gov/v3/member/S001202/cosponsored-legislation,0,2
P000612,"Perdue, David","{'item': [{'chamber': 'Senate', 'endYear': 2021, 'startYear': 2015}]}",Georgia,Republican,1949,169.0,https://api.congress.gov/v3/member/P000612/sponsored-legislation,803,https://api.congress.gov/v3/member/P000612/cosponsored-legislation,0,7
M001197,"McSally, Martha","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}, {'chamber': 'Senate', 'endYear': 2020, 'startYear': 2019}]}",Arizona,Republican,1966,185.0,https://api.congress.gov/v3/member/M001197/sponsored-legislation,803,https://api.congress.gov/v3/member/M001197/cosponsored-legislation,5,2
W000818,"Walsh, John E.","{'item': [{'chamber': 'Senate', 'endYear': 2015, 'startYear': 2014}]}",Montana,Democratic,1960,33.0,https://api.congress.gov/v3/member/W000818/sponsored-legislation,141,https://api.congress.gov/v3/member/W000818/cosponsored-legislation,0,2
C001099,"Cowan, William M.","{'item': [{'chamber': 'Senate', 'endYear': 2013, 'startYear': 2013}]}",Massachusetts,Democratic,1969,7.0,https://api.congress.gov/v3/member/C001099/sponsored-legislation,82,https://api.congress.gov/v3/member/C001099/cosponsored-legislation,0,1
H001069,"Heitkamp, Heidi","{'item': [{'chamber': 'Senate', 'endYear': 2019, 'startYear': 2013}]}",North Dakota,Democratic,1955,186.0,https://api.congress.gov/v3/member/H001069/sponsored-legislation,861,https://api.congress.gov/v3/member/H001069/cosponsored-legislation,0,7
K000360,"Kirk, Mark Steven","{'item': [{'chamber': 'House of Representatives', 'endYear': 2010, 'startYear': 2001}, {'chamber': 'Senate', 'endYear': 2017, 'startYear': 2010}]}",Illinois,Republican,1959,371.0,https://api.congress.gov/v3/member/K000360/sponsored-legislation,2475,https://api.congress.gov/v3/member/K000360/cosponsored-legislation,10,8
C001071,"Corker, Bob","{'item': [{'chamber': 'Senate', 'endYear': 2019, 'startYear': 2007}]}",Tennessee,Republican,1952,225.0,https://api.congress.gov/v3/member/C001071/sponsored-legislation,798,https://api.congress.gov/v3/member/C001071/cosponsored-legislation,0,13
W000803,"Webb, Jim","{'item': [{'chamber': 'Senate', 'endYear': 2013, 'startYear': 2007}]}",Virginia,Democratic,1946,133.0,https://api.congress.gov/v3/member/W000803/sponsored-legislation,530,https://api.congress.gov/v3/member/W000803/cosponsored-legislation,0,7
M001170,"McCaskill, Claire","{'item': [{'chamber': 'Senate', 'endYear': 2019, 'startYear': 2007}]}",Missouri,Democratic,1953,367.0,https://api.congress.gov/v3/member/M001170/sponsored-legislation,1508,https://api.congress.gov/v3/member/M001170/cosponsored-legislation,0,13
A000368,"Ayotte, Kelly","{'item': [{'chamber': 'Senate', 'endYear': 2017, 'startYear': 2011}]}",New Hampshire,Republican,1968,235.0,https://api.congress.gov/v3/member/A000368/sponsored-legislation,1161,https://api.congress.gov/v3/member/A000368/cosponsored-legislation,0,7
B001268,"Brown, Scott P.","{'item': [{'chamber': 'Senate', 'endYear': 2013, 'startYear': 2010}]}",Massachusetts,Republican,1959,93.0,https://api.congress.gov/v3/member/B001268/sponsored-legislation,448,https://api.congress.gov/v3/member/B001268/cosponsored-legislation,0,4
F000457,"Franken, Al","{'item': [{'chamber': 'Senate', 'endYear': 2018, 'startYear': 2009}]}",Minnesota,Democratic,1951,277.0,https://api.congress.gov/v3/member/F000457/sponsored-legislation,2019,https://api.congress.gov/v3/member/F000457/cosponsored-legislation,0,10
G000562,"Gardner, Cory","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 2011}, {'chamber': 'Senate', 'endYear': 2021, 'startYear': 2015}]}",Colorado,Republican,1974,375.0,https://api.congress.gov/v3/member/G000562/sponsored-legislation,1358,https://api.congress.gov/v3/member/G000562/cosponsored-legislation,5,7
H001041,"Heller, Dean","{'item': [{'chamber': 'House of Representatives', 'endYear': 2011, 'startYear': 2007}, {'chamber': 'Senate', 'endYear': 2019, 'startYear': 2011}]}",Nevada,Republican,1960,488.0,https://api.congress.gov/v3/member/H001041/sponsored-legislation,1513,https://api.congress.gov/v3/member/H001041/cosponsored-legislation,5,9
D000607,"Donnelly, Joe","{'item': [{'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 2007}, {'chamber': 'Senate', 'endYear': 2019, 'startYear': 2013}]}",Indiana,Democratic,1955,174.0,https://api.congress.gov/v3/member/D000607/sponsored-legislation,1246,https://api.congress.gov/v3/member/D000607/cosponsored-legislation,7,7
H001049,"Hagan, Kay R.","{'item': [{'chamber': 'Senate', 'endYear': 2015, 'startYear': 2009}]}",North Carolina,Democratic,1953,266.0,https://api.congress.gov/v3/member/H001049/sponsored-legislation,603,https://api.congress.gov/v3/member/H001049/cosponsored-legislation,0,7
J000291,"Johanns, Mike","{'item': [{'chamber': 'Senate', 'endYear': 2015, 'startYear': 2009}]}",Nebraska,Republican,1950,169.0,https://api.congress.gov/v3/member/J000291/sponsored-legislation,928,https://api.congress.gov/v3/member/J000291/cosponsored-legislation,0,7
B001265,"Begich, Mark","{'item': [{'chamber': 'Senate', 'endYear': 2015, 'startYear': 2009}]}",Alaska,Democratic,1962,296.0,https://api.congress.gov/v3/member/B001265/sponsored-legislation,1579,https://api.congress.gov/v3/member/B001265/cosponsored-legislation,0,7
R000146,"Reid, Harry","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1983}, {'chamber': 'Senate', 'endYear': 2017, 'startYear': 1987}]}",Nevada,Democratic,1939,1995.0,https://api.congress.gov/v3/member/R000146/sponsored-legislation,4949,https://api.congress.gov/v3/member/R000146/cosponsored-legislation,5,31
I000055,"Isakson, Johnny","{'item': [{'chamber': 'House of Representatives', 'endYear': 2005, 'startYear': 1999}, {'chamber': 'Senate', 'endYear': 2019, 'startYear': 2005}]}",Georgia,Republican,1944,415.0,https://api.congress.gov/v3/member/I000055/sponsored-legislation,3365,https://api.congress.gov/v3/member/I000055/cosponsored-legislation,7,15
D000595,"DeMint, Jim","{'item': [{'chamber': 'House of Representatives', 'endYear': 2005, 'startYear': 1999}, {'chamber': 'Senate', 'endYear': 2013, 'startYear': 2005}]}",South Carolina,Republican,1951,753.0,https://api.congress.gov/v3/member/D000595/sponsored-legislation,1280,https://api.congress.gov/v3/member/D000595/cosponsored-legislation,7,9
U000038,"Udall, Mark","{'item': [{'chamber': 'House of Representatives', 'endYear': 2009, 'startYear': 1999}, {'chamber': 'Senate', 'endYear': 2015, 'startYear': 2009}]}",Colorado,Democratic,1950,420.0,https://api.congress.gov/v3/member/U000038/sponsored-legislation,2669,https://api.congress.gov/v3/member/U000038/cosponsored-legislation,11,7
V000127,"Vitter, David","{'item': [{'chamber': 'House of Representatives', 'endYear': 2005, 'startYear': 1999}, {'chamber': 'Senate', 'endYear': 2017, 'startYear': 2005}]}",Louisiana,Republican,1961,1170.0,https://api.congress.gov/v3/member/V000127/sponsored-legislation,2461,https://api.congress.gov/v3/member/V000127/cosponsored-legislation,7,13
U000039,"Udall, Tom","{'item': [{'chamber': 'House of Representatives', 'endYear': 2009, 'startYear': 1999}, {'chamber': 'Senate', 'endYear': 2021, 'startYear': 2009}]}",New Mexico,Democratic,1948,619.0,https://api.congress.gov/v3/member/U000039/sponsored-legislation,3323,https://api.congress.gov/v3/member/U000039/cosponsored-legislation,11,13
S001141,"Sessions, Jeff","{'item': [{'chamber': 'Senate', 'endYear': 2017, 'startYear': 1997}]}",Alabama,Republican,1946,742.0,https://api.congress.gov/v3/member/S001141/sponsored-legislation,2020,https://api.congress.gov/v3/member/S001141/cosponsored-legislation,0,21
E000285,"Enzi, Michael B.","{'item': [{'chamber': 'Senate', 'endYear': 2021, 'startYear': 1997}]}",Wyoming,Republican,1944,659.0,https://api.congress.gov/v3/member/E000285/sponsored-legislation,2813,https://api.congress.gov/v3/member/E000285/cosponsored-legislation,0,25
S000663,"Snowe, Olympia J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1979}, {'chamber': 'Senate', 'endYear': 2013, 'startYear': 1995}]}",Maine,Republican,1947,1405.0,https://api.congress.gov/v3/member/S000663/sponsored-legislation,5264,https://api.congress.gov/v3/member/S000663/cosponsored-legislation,17,19
R000307,"Roberts, Pat","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1981}, {'chamber': 'Senate', 'endYear': 2021, 'startYear': 1997}]}",Kansas,Republican,1936,572.0,https://api.congress.gov/v3/member/R000307/sponsored-legislation,4769,https://api.congress.gov/v3/member/R000307/cosponsored-legislation,17,25
B000711,"Boxer, Barbara","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1983}, {'chamber': 'Senate', 'endYear': 2017, 'startYear': 1993}]}",California,Democratic,1940,1550.0,https://api.congress.gov/v3/member/B000711/sponsored-legislation,8763,https://api.congress.gov/v3/member/B000711/cosponsored-legislation,11,25
N000032,"Nelson, Bill","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1979}, {'chamber': 'Senate', 'endYear': 2019, 'startYear': 2001}]}",Florida,Democratic,1942,911.0,https://api.congress.gov/v3/member/N000032/sponsored-legislation,3691,https://api.congress.gov/v3/member/N000032/cosponsored-legislation,13,19
M000702,"Mikulski, Barbara A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1977}, {'chamber': 'Senate', 'endYear': 2017, 'startYear': 1987}]}",Maryland,Democratic,1936,612.0,https://api.congress.gov/v3/member/M000702/sponsored-legislation,8002,https://api.congress.gov/v3/member/M000702/cosponsored-legislation,11,31
M000303,"McCain, John","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1983}, {'chamber': 'Senate', 'endYear': 2018, 'startYear': 1987}]}",Arizona,Republican,1936,2684.0,https://api.congress.gov/v3/member/M000303/sponsored-legislation,4636,https://api.congress.gov/v3/member/M000303/cosponsored-legislation,5,32
R000361,"Rockefeller, John D., IV","{'item': [{'chamber': 'Senate', 'endYear': 2015, 'startYear': 1985}]}",West Virginia,Democratic,1937,887.0,https://api.congress.gov/v3/member/R000361/sponsored-legislation,3749,https://api.congress.gov/v3/member/R000361/cosponsored-legislation,0,31
L000504,"Lugar, Richard G.","{'item': [{'chamber': 'Senate', 'endYear': 2013, 'startYear': 1977}]}",Indiana,Republican,1932,789.0,https://api.congress.gov/v3/member/L000504/sponsored-legislation,4341,https://api.congress.gov/v3/member/L000504/cosponsored-legislation,0,37
L000304,"Lieberman, Joseph I.","{'item': [{'chamber': 'Senate', 'endYear': 2013, 'startYear': 1989}]}",Connecticut,Independent Democrat,1942,861.0,https://api.congress.gov/v3/member/L000304/sponsored-legislation,4967,https://api.congress.gov/v3/member/L000304/cosponsored-legislation,0,25
L000261,"Levin, Carl","{'item': [{'chamber': 'Senate', 'endYear': 2015, 'startYear': 1979}]}",Michigan,Democratic,1934,1662.0,https://api.congress.gov/v3/member/L000261/sponsored-legislation,6423,https://api.congress.gov/v3/member/L000261/cosponsored-legislation,0,37
L000123,"Lautenberg, Frank R.","{'item': [{'chamber': 'Senate', 'endYear': 2001, 'startYear': 1983}, {'chamber': 'Senate', 'endYear': 2013, 'startYear': 2003}]}",New Jersey,Democratic,1924,1319.0,https://api.congress.gov/v3/member/L000123/sponsored-legislation,5512,https://api.congress.gov/v3/member/L000123/cosponsored-legislation,0,30
K000305,"Kohl, Herb","{'item': [{'chamber': 'Senate', 'endYear': 2013, 'startYear': 1989}]}",Wisconsin,Democratic,1935,644.0,https://api.congress.gov/v3/member/K000305/sponsored-legislation,2655,https://api.congress.gov/v3/member/K000305/cosponsored-legislation,0,25
K000148,"Kerry, John F.","{'item': [{'chamber': 'Senate', 'endYear': 2013, 'startYear': 1985}]}",Massachusetts,Democratic,1943,1315.0,https://api.congress.gov/v3/member/K000148/sponsored-legislation,6369,https://api.congress.gov/v3/member/K000148/cosponsored-legislation,0,29
I000025,"Inouye, Daniel K.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1963, 'startYear': 1959}, {'chamber': 'Senate', 'endYear': 2012, 'startYear': 1963}]}",Hawaii,Democratic,1924,2164.0,https://api.congress.gov/v3/member/I000025/sponsored-legislation,6253,https://api.congress.gov/v3/member/I000025/cosponsored-legislation,5,50
H001016,"Hutchison, Kay Bailey","{'item': [{'chamber': 'Senate', 'endYear': 2013, 'startYear': 1993}]}",Texas,Republican,1943,959.0,https://api.congress.gov/v3/member/H001016/sponsored-legislation,2287,https://api.congress.gov/v3/member/H001016/cosponsored-legislation,0,21
H000338,"Hatch, Orrin G.","{'item': [{'chamber': 'Senate', 'endYear': 2019, 'startYear': 1977}]}",Utah,Republican,1934,5992.0,https://api.congress.gov/v3/member/H000338/sponsored-legislation,6066,https://api.congress.gov/v3/member/H000338/cosponsored-legislation,0,43
C000705,"Conrad, Kent","{'item': [{'chamber': 'Senate', 'endYear': 2013, 'startYear': 1987}]}",North Dakota,Democratic,1948,609.0,https://api.congress.gov/v3/member/C000705/sponsored-legislation,3325,https://api.congress.gov/v3/member/C000705/cosponsored-legislation,0,27
C000567,"Cochran, Thad","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1973}, {'chamber': 'Senate', 'endYear': 2018, 'startYear': 1979}]}",Mississippi,Republican,1937,810.0,https://api.congress.gov/v3/member/C000567/sponsored-legislation,6445,https://api.congress.gov/v3/member/C000567/cosponsored-legislation,7,40
B000468,"Bingaman, Jeff","{'item': [{'chamber': 'Senate', 'endYear': 2013, 'startYear': 1983}]}",New Mexico,Democratic,1943,1718.0,https://api.congress.gov/v3/member/B000468/sponsored-legislation,5158,https://api.congress.gov/v3/member/B000468/cosponsored-legislation,0,31
L000550,"Landrieu, Mary L.","{'item': [{'chamber': 'Senate', 'endYear': 2015, 'startYear': 1997}]}",Louisiana,Democratic,1955,1080.0,https://api.congress.gov/v3/member/L000550/sponsored-legislation,3484,https://api.congress.gov/v3/member/L000550/cosponsored-legislation,0,19
P000590,"Pryor, Mark L.","{'item': [{'chamber': 'Senate', 'endYear': 2015, 'startYear': 2003}]}",Arkansas,Democratic,1963,388.0,https://api.congress.gov/v3/member/P000590/sponsored-legislation,1433,https://api.congress.gov/v3/member/P000590/cosponsored-legislation,0,13
A000360,"Alexander, Lamar","{'item': [{'chamber': 'Senate', 'endYear': 2021, 'startYear': 2003}]}",Tennessee,Republican,1940,438.0,https://api.congress.gov/v3/member/A000360/sponsored-legislation,1759,https://api.congress.gov/v3/member/A000360/cosponsored-legislation,0,19
F000444,"Flake, Jeff","{'item': [{'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 2001}, {'chamber': 'Senate', 'endYear': 2019, 'startYear': 2013}]}",Arizona,Republican,1962,809.0,https://api.congress.gov/v3/member/F000444/sponsored-legislation,1528,https://api.congress.gov/v3/member/F000444/cosponsored-legislation,13,7
N000180,"Nelson, Ben","{'item': [{'chamber': 'Senate', 'endYear': 2013, 'startYear': 2001}]}",Nebraska,Democratic,1941,291.0,https://api.congress.gov/v3/member/N000180/sponsored-legislation,1126,https://api.congress.gov/v3/member/N000180/cosponsored-legislation,0,13
C000560,"Coburn, Tom","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1995}, {'chamber': 'Senate', 'endYear': 2015, 'startYear': 2005}]}",Oklahoma,Republican,1948,1124.0,https://api.congress.gov/v3/member/C000560/sponsored-legislation,1917,https://api.congress.gov/v3/member/C000560/cosponsored-legislation,7,11
C000542,"Coats, Daniel","{'item': [{'chamber': 'House of Representatives', 'endYear': 1989, 'startYear': 1981}, {'chamber': 'Senate', 'endYear': 1999, 'startYear': 1989}, {'chamber': 'Senate', 'endYear': 2017, 'startYear': 2011}]}",Indiana,Republican,1943,427.0,https://api.congress.gov/v3/member/C000542/sponsored-legislation,2837,https://api.congress.gov/v3/member/C000542/cosponsored-legislation,9,18
C000286,"Chambliss, Saxby","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1995}, {'chamber': 'Senate', 'endYear': 2015, 'startYear': 2003}]}",Georgia,Republican,1943,467.0,https://api.congress.gov/v3/member/C000286/sponsored-legislation,2611,https://api.congress.gov/v3/member/C000286/cosponsored-legislation,9,13
B000243,"Baucus, Max","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1975}, {'chamber': 'Senate', 'endYear': 2014, 'startYear': 1979}]}",Montana,Democratic,1941,1832.0,https://api.congress.gov/v3/member/B000243/sponsored-legislation,4951,https://api.congress.gov/v3/member/B000243/cosponsored-legislation,5,36
A000069,"Akaka, Daniel K.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1977}, {'chamber': 'Senate', 'endYear': 2013, 'startYear': 1990}]}",Hawaii,Democratic,1924,794.0,https://api.congress.gov/v3/member/A000069/sponsored-legislation,5331,https://api.congress.gov/v3/member/A000069/cosponsored-legislation,15,24
K000352,"Kyl, Jon","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1987}, {'chamber': 'Senate', 'endYear': 2013, 'startYear': 1995}, {'chamber': 'Senate', 'endYear': 2019, 'startYear': 2018}]}",Arizona,Republican,1942,774.0,https://api.congress.gov/v3/member/K000352/sponsored-legislation,2517,https://api.congress.gov/v3/member/K000352/cosponsored-legislation,9,21
J000177,"Johnson, Tim","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1987}, {'chamber': 'Senate', 'endYear': 2015, 'startYear': 1997}]}",South Dakota,Democratic,1946,463.0,https://api.congress.gov/v3/member/J000177/sponsored-legislation,5590,https://api.congress.gov/v3/member/J000177/cosponsored-legislation,11,19
H000206,"Harkin, Tom","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1975}, {'chamber': 'Senate', 'endYear': 2015, 'startYear': 1985}]}",Iowa,Democratic,1939,1400.0,https://api.congress.gov/v3/member/H000206/sponsored-legislation,5170,https://api.congress.gov/v3/member/H000206/cosponsored-legislation,11,31
